stg,sys,system,series,stage,short,bottom,mid,top,dur,systemCol,seriesCol,col,t2d,t2u,t3,tPart,tGFd,tGFu,tSing,tOri,tExt,tThrough,divSIB,divCSIB,divRT,divBC,extProp,oriProp,extPC,oriPC,ext3t,ori3t,extC3t,oriC3t,extGF,oriGF,E2f3,O2f3,ext2f3,ori2f3,samp3t,sampRange,diet,mass_extinction,food_mass_extinction
60,J,Jurassic,Lower Jurassic,Sinemurian,Sin,199.46,196.18,192.9,6.56,#00b0e2,#02b1ea,#5ebeee,258,388,204,56,79,28,93,155,47,915,611,613.029703378973,1210,962,0.115702479338843,0.20495867768595,0.0500903853901852,0.15648986218043,0.234839591077401,0.642885345779057,0.11085361129641,0.340013107833301,0.0864325057723073,0.269824455051775,0.0636942675159236,0.236486486486486,0.0658132185695718,0.269824455051775,0.784615384615385,0.345355191256831,Both,FALSE,FALSE
61,J,Jurassic,Lower Jurassic,Pliensbachian,Plb,192.9,188.55,184.2,8.7,#00b0e2,#02b1ea,#86c9f3,388,403,250,33,50,23,161,149,113,957,844,752.118031603696,1380,1070,0.198550724637681,0.22463768115942,0.111610536002998,0.144701790629326,0.439544421761027,0.477475644084437,0.238873726298876,0.234914006913125,0.319047731730001,0.269499753368591,0.239904988123515,0.224770642201835,0.274311837888609,0.254596347866015,0.88339222614841,0.439916405433647,Both,FALSE,FALSE
62,J,Jurassic,Lower Jurassic,Toarcian,Toa,184.2,179.45,174.7,9.5,#00b0e2,#02b1ea,#a3d1f3,403,278,189,42,19,101,102,124,125,981,716,688.90656800384,1332,1106,0.17042042042042,0.16966966966967,0.119932722516917,0.11902815438649,0.757189546887041,0.385874098630995,0.353489664303445,0.261888118850003,0.292939313249752,0.246860077931526,0.253932584269663,0.159375,0.292939313249752,0.173609616191933,0.818181818181818,0.372069317023445,Both,FALSE,FALSE
63,J,Jurassic,Middle Jurassic,Aalenian,Aal,174.7,172.8,170.9,3.8,#00b0e2,#84cfee,#a2d8f0,278,290,189,94,63,62,43,94,53,1052,488,575.230070059749,1242,1105,0.0772946859903382,0.110305958132045,0.0491522206541981,0.0855845039770297,0.385874098630995,0.428133907920877,0.199288143050583,0.227463212458726,0.0753494372417868,0.104203777530002,0.0725806451612903,0.0989583333333333,0.0753494372417868,0.104203777530003,0.667844522968198,0.283269961977186,Both,FALSE,FALSE
64,J,Jurassic,Middle Jurassic,Bajocian,Baj,170.9,169.535,168.17,2.73,#00b0e2,#84cfee,#b0dff1,290,424,195,40,99,31,156,210,91,1055,840,796.910711356553,1512,1146,0.163359788359788,0.242063492063492,0.082736851364518,0.181531355251454,0.396881364416773,0.776733896668211,0.208386948515737,0.373034014084616,0.215596345678827,0.328743559249555,0.193939393939394,0.280172413793103,0.215596345678827,0.328743559249555,0.829787234042553,0.36303317535545,Both,FALSE,FALSE
65,J,Jurassic,Middle Jurassic,Bathonian,Bat,168.17,166.73,165.29,2.88,#00b0e2,#84cfee,#bce3f2,424,520,323,67,42,72,110,188,69,1196,876,832.651594700633,1563,1265,0.114523352527191,0.19065898912348,0.0560894666510436,0.145995201667038,0.272081132009301,0.476176488352816,0.0673959791284882,0.289590532772404,0.0608792367127818,0.306599231583986,0.0590631364562118,0.202725724020443,0.0608792367127818,0.22655652391045,0.828205128205128,0.425585284280936,Both,FALSE,FALSE
66,J,Jurassic,Middle Jurassic,Callovian,Cal,165.29,163.41,161.53,3.76,#00b0e2,#84cfee,#cae6f2,520,530,339,77,78,62,164,175,148,1236,1018,983.418870830202,1723,1384,0.181079512478236,0.196749854904237,0.113097498159979,0.132418313835178,0.427828704195023,0.446876899165717,0.236396559330609,0.258382483264682,0.222306380901146,0.205993273871576,0.199329983249581,0.177924217462932,0.222306380901146,0.19592269530798,0.814903846153846,0.429611650485437,Both,FALSE,FALSE
67,J,Jurassic,Upper Jurassic,Oxfordian,Oxf,161.53,158.155,154.78,6.75,#00b0e2,#bbe4fa,#cce8fd,530,598,346,73,86,55,136,216,146,1265,1089,1038.15674801525,1763,1411,0.159954622802042,0.199659671015315,0.109226550691193,0.157645413106178,0.426438231488443,0.547151978892907,0.240287697457391,0.342466826012094,0.240709875032109,0.284210707696322,0.187396351575456,0.230998509687034,0.207511805622513,0.262662371490119,0.825775656324582,0.467193675889328,Both,FALSE,FALSE
68,J,Jurassic,Upper Jurassic,Kimmeridgian,Kim,154.78,152.01,149.24,5.54,#00b0e2,#bbe4fa,#d4eefd,598,570,391,80,57,32,144,161,144,1337,1078,1022.25686998418,1786,1481,0.161254199328108,0.170772676371781,0.102289237165856,0.113702586975222,0.424883193965266,0.37692880084323,0.240920947713851,0.185496655978817,0.298557117840656,0.207876079183421,0.182890855457227,0.149230769230769,0.201982601193112,0.161614361367348,0.830148619957537,0.470456245325355,Both,FALSE,FALSE
69,J,Jurassic,Upper Jurassic,Tithonian,Tit,149.24,146.17,143.1,6.14,#00b0e2,#bbe4fa,#e0f2fc,570,324,203,41,29,141,190,168,229,1269,1090,1031.37693200063,1856,1498,0.225754310344828,0.192887931034483,0.165901696362777,0.124328418364637,1.03243038178681,0.467537536750542,0.479045143602022,0.28138700271949,0.461853624883811,0.290425558397532,0.369885433715221,0.227397260273973,0.461853624883811,0.257990282644378,0.831967213114754,0.396375098502758,Both,FALSE,FALSE
70,K,Cretaceous,Lower Cretaceous,Berriasian,Ber,143.1,140.4,137.7,5.4,#95c562,#9fca70,#9ec979,324,281,184,136,69,51,58,83,92,1345,561,768.054687184266,1578,1437,0.0950570342205323,0.0893536121673004,0.0661635940430854,0.0598808508635902,0.565807758183344,0.42341891172476,0.36348553468272,0.239456665473346,0.215024426875706,0.0695068781803552,0.117391304347826,0.0671462829736211,0.124873329881408,0.0695068781803552,0.575,0.243866171003717,Both,FALSE,FALSE
71,K,Cretaceous,Lower Cretaceous,Valanginian,Val,137.7,135.15,132.6,5.1,#95c562,#9fca70,#a8d182,281,366,165,37,101,55,94,144,106,1322,773,744.979026969349,1666,1428,0.120048019207683,0.142857142857143,0.077129122487898,0.103391862034965,0.532409195433165,0.796687859500786,0.243439292796956,0.243302621315999,0.212975297884957,0.285203756437314,0.191823899371069,0.248138957816377,0.212975297884957,0.285203756437314,0.816831683168317,0.324508320726172,Both,FALSE,FALSE
72,K,Cretaceous,Lower Cretaceous,Hauterivian,Hau,132.6,129.55,126.5,6.1,#95c562,#9fca70,#b7d690,366,317,194,65,42,133,58,145,100,1366,696,731.48327567751,1669,1466,0.0946674655482325,0.121629718394248,0.0706508423158614,0.100884922142004,0.634775174338038,0.491043614813952,0.202354256241345,0.288721391313328,0.0948462503132853,0.2383103438577,0.0904872389791183,0.18586387434555,0.0948462503132853,0.205627696427341,0.749034749034749,0.287701317715959,Both,FALSE,FALSE
73,K,Cretaceous,Lower Cretaceous,Barremian,Bar,126.5,123.95,121.4,5.1,#95c562,#9fca70,#c2da9c,317,445,244,132,112,61,110,163,90,1421,781,947.427921827059,1784,1511,0.112107623318386,0.153026905829596,0.0614108341756389,0.108592444277271,0.261733548584079,0.600906056873038,0.0739623870225594,0.311936154236829,0.0270896926466641,0.167526860654952,0.0244988864142539,0.154246100519931,0.0248039773658082,0.167526860654952,0.648936170212766,0.294159042927516,Both,FALSE,FALSE
74,K,Cretaceous,Lower Cretaceous,Aptian,Apt,121.4,117.3,113.2,8.2,#95c562,#9fca70,#cfe1a7,445,722,305,63,131,42,195,331,170,1414,1337,1269.92044129366,2110,1584,0.172985781990521,0.249289099526066,0.113530725917853,0.21033198818001,0.377762505558829,0.861713362285415,0.178482216517914,0.429292444188722,0.214324287880128,0.45307762203089,0.15748031496063,0.361783439490446,0.171358251996685,0.449077616697544,0.828804347826087,0.453323903818953,Both,FALSE,FALSE
75,K,Cretaceous,Lower Cretaceous,Albian,Alb,113.2,106.85,100.5,12.7,#95c562,#9fca70,#d9e8b1,722,781,458,101,45,66,310,373,243,1502,1651,1586.31901623879,2428,1745,0.227759472817133,0.281301482701812,0.149957002312447,0.221811106080431,0.455155954778641,0.533705965725501,0.285802578050569,0.345934804163982,0.275204550940668,0.378617858071976,0.210206561360875,0.248299319727891,0.235983837787387,0.285417065820929,0.819320214669052,0.482689747003995,Both,FALSE,FALSE
76,K,Cretaceous,Upper Cretaceous,Cenomanian,Cen,100.5,97.2,93.9,6.6,#95c562,#b9d25d,#c6d86c,781,670,401,74,76,56,339,375,270,1605,1720,1603.89085517929,2589,1875,0.235225955967555,0.275782155272306,0.155484902840395,0.209973088124465,0.666613722533117,0.513316285078443,0.413043484588199,0.314035996037528,0.476339447694821,0.300306225680177,0.329824561403509,0.248655913978495,0.400215752222021,0.285891561677993,0.84421052631579,0.458566978193146,Both,FALSE,FALSE
77,K,Cretaceous,Upper Cretaceous,Turonian,Tur,93.9,91.645,89.39,4.51,#95c562,#b9d25d,#d2dd77,670,342,246,71,32,262,130,186,161,1819,1135,1151.37592424164,2296,1980,0.126742160278746,0.137630662020906,0.0848099451704587,0.0973571612225473,1.00194617645265,0.329479201130242,0.362420087331801,0.16012582440217,0.246698147723092,0.168375670758606,0.218623481781377,0.11864406779661,0.246698147723092,0.126293725324292,0.77602523659306,0.361737218251787,Both,FALSE,FALSE
78,K,Cretaceous,Upper Cretaceous,Coniacian,Con,89.39,87.545,85.7,3.69,#95c562,#b9d25d,#dce383,342,342,249,223,131,227,38,80,56,1949,562,838.641007246219,2123,2005,0.0442769665567593,0.0555817239755064,0.0283276402331088,0.0402266403182539,0.317357840597898,0.317357840597898,0.0112299223553651,0.0637876026529796,-0.212825011087369,-0.0650914655807446,-0.00884955752212389,0,-0.00881062968215492,0,0.527542372881356,0.199076449461262,Both,FALSE,FALSE
79,K,Cretaceous,Upper Cretaceous,Santonian,San,85.7,84.675,83.65,2.05,#95c562,#b9d25d,#e5e88f,342,688,282,101,352,25,87,191,111,1918,1052,1124.76691411223,2307,2029,0.0858257477243173,0.12050281751192,0.0562600843824313,0.094930925035391,0.192903666124492,0.89188176699523,0.021164218661074,0.252355677874382,0.0823025956409739,0.0708958216330376,0.0225733634311512,0.0684410646387833,0.0228320420426457,0.0708958216330376,0.736292428198433,0.345672575599583,Both,FALSE,FALSE
80,K,Cretaceous,Upper Cretaceous,Campanian,Cam,83.65,77.91,72.17,11.48,#95c562,#b9d25d,#efec9b,688,1070,475,89,76,56,218,353,314,1795,1821,1702.12937773928,2680,2109,0.198507462686567,0.213059701492537,0.161208879556395,0.179532154706376,0.370474033898703,0.812099123421311,0.225982046977797,0.505971205178778,0.22572087232851,0.593844666986034,0.172458172458172,0.392579810181191,0.189295626130028,0.498534487181709,0.842198581560284,0.521448467966574,Both,FALSE,FALSE
81,K,Cretaceous,Upper Cretaceous,Maastrichtian,Maa,72.17,69.105,66.04,6.13,#95c562,#b9d25d,#f5f1a7,1070,696,431,67,66,117,313,281,621,1527,2010,1828.29073020576,2742,2148,0.340627279358133,0.216630196936543,0.341232150410123,0.168916235733489,0.909305837352204,0.479241570230672,0.612054313884273,0.307502122767254,0.614526225944018,0.302203779786398,0.458223394898857,0.246395806028834,0.612901530217016,0.282887990487107,0.865461847389558,0.520628683693517,Both,TRUE,TRUE
82,Pg,Paleogene,Paleocene,Danian,Dan,66.04,63.85,61.66,4.38,#f8ac70,#f8b77d,#fbc27f,696,711,390,135,66,147,150,455,177,1631,1505,1594.88114440374,2413,1808,0.135515955242437,0.250725238292582,0.103027938331108,0.246055032939704,0.579202921210728,0.600525690679549,0.286566255634263,0.456033703758644,0.212371454332299,0.358703342200125,0.191335740072202,0.280141843971631,0.212371454332299,0.328701091896326,0.742857142857143,0.443286327406499,Both,FALSE,FALSE
83,Pg,Paleogene,Paleocene,Selandian-Thanetian,Se-Th,61.66,58.83,56,5.66,#f8ac70,#f8b77d,#fccb87,711,723,453,154,152,154,118,311,159,1927,1369,1444.079372491,2515,2086,0.11013916500994,0.170576540755467,0.0792839671463514,0.149618220457504,0.450780304320207,0.467517096675731,0.191156184663583,0.170265573207799,0.128096149070194,0.144505214976553,0.120231213872832,0.126567844925884,0.128096149070194,0.135324822631592,0.746293245469522,0.405293201868189,Both,FALSE,FALSE
84,Pg,Paleogene,Eocene,Ypresian,Ypr,56,52.035,48.07,7.93,#f8ac70,#fac18a,#f7ba8e,723,898,506,150,158,149,470,490,125,2113,2001,2042.19655132991,3198,2238,0.186053783614759,0.300187617260788,0.0574738712558138,0.208555887378509,0.356872552871299,0.573633399014734,0.0975493449795869,0.28099673343827,0.0810932784210387,0.252678498878447,0.0778923253150057,0.223282442748092,0.0810932784210387,0.252678498878447,0.771341463414634,0.433506862281117,Both,FALSE,FALSE
85,Pg,Paleogene,Eocene,Lutetian,Lut,48.07,44.55,41.03,7.04,#f8ac70,#fac18a,#f9c39f,898,950,608,180,156,289,219,390,174,2429,1853,1890.58054651056,3212,2603,0.122353673723537,0.189601494396015,0.0691849759923929,0.14890256211194,0.389995186336033,0.44628710262842,0.0524730808519829,0.186662982971796,0.000928074312553811,0.179846745560886,0.000927643784786642,0.13716814159292,0.000928074312553811,0.147535440708539,0.771573604060914,0.440510498147386,Both,FALSE,FALSE
86,Pg,Paleogene,Eocene,Bartonian,Brt,41.03,39.37,37.71,3.32,#f8ac70,#fac18a,#fcceac,950,1045,680,273,265,125,147,279,206,2613,1753,1934.02922019182,3245,2819,0.108782742681048,0.131278890600924,0.0758832255935,0.101449317758043,0.334369186424434,0.429679366228759,0.14626726671498,0.170356158337047,0.12619938421823,0.0789052667926101,0.026982829108749,0.0758725341426404,0.0273535495815972,0.0789052667926103,0.713536201469045,0.42900880214313,Both,FALSE,FALSE
87,Pg,Paleogene,Eocene,Priabonian,Prb,37.71,35.805,33.9,3.81,#f8ac70,#fac18a,#fcd7ba,1045,918,575,119,161,180,244,356,399,2493,2292,2177.72665251387,3492,2892,0.184135166093929,0.171821305841924,0.148461499755097,0.13348125097435,0.597402123601561,0.46782734982314,0.236803264366211,0.13030524433909,0.286537252635848,0.192985739292767,0.24914089347079,0.175506268081003,0.286537252635848,0.192985739292767,0.828530259365994,0.518652226233454,Both,FALSE,FALSE
88,Pg,Paleogene,Oligocene,Rupelian,Rup,33.9,30.595,27.29,6.61,#f8ac70,#fdcb98,#fedfb3,918,838,585,254,120,388,150,285,184,2665,1679,1895.63150588393,3284,2849,0.101705237515225,0.132460414129111,0.0667639978979634,0.101601112733921,0.450585543388634,0.359406253250227,0.0662715977816267,0.171304333540772,-0.0458604745739536,0.129875081421412,0,0.054029304029304,0,0.0555436871852119,0.697258641239571,0.397748592870544,Both,FALSE,FALSE
89,Pg,Paleogene,Oligocene,Chattian,Cht,27.29,25.165,23.04,4.25,#f8ac70,#fdcb98,#ffeac3,838,1080,653,306,393,172,151,251,148,2802,1689,1952.68505671699,3352,2950,0.089200477326969,0.119928400954654,0.0514717224369132,0.0857912658379255,0.249440971205652,0.503139190841834,0.0669242734217132,0.142540331606485,0.0114286958236228,0.0248369231469391,0.0113636363636364,0.0245310245310245,0.0114286958236228,0.0248369231469391,0.680917622523462,0.406495360456817,Both,FALSE,FALSE
90,Ng,Neogene,Miocene,Lower Miocene,Lmi,23.04,19.515,15.99,7.05,#fede1a,#ffed02,#fff14a,1080,1646,854,171,314,146,296,518,265,2788,2680,2532.1994843908,3867,3053,0.145073700543057,0.210499094905612,0.0908002208544634,0.170414506500555,0.234785126329696,0.656172187448445,0.0230145651877558,0.271858241841438,0.0660851468691939,0.305263722704999,0.0431654676258993,0.263070996147496,0.0441248049089379,0.305263722704999,0.833170731707317,0.574246771879483,Both,FALSE,FALSE
91,Ng,Neogene,Miocene,Middle Miocene,Mmi,15.99,13.81,11.63,4.36,#fede1a,#ffed02,#fef26b,1646,1687,1238,292,145,289,328,341,390,2916,2858,2780.54634348127,3975,3306,0.18062893081761,0.168301886792453,0.125526185252421,0.110593712147685,0.284850927992474,0.309454629301427,0.043241493917257,0.126937931517488,0.0633696139325892,0.166778501343399,0.0614035087719298,0.0798383021728146,0.0633696139325892,0.0832058658749578,0.809150326797386,0.616941015089163,Both,FALSE,FALSE
92,Ng,Neogene,Miocene,Upper Miocene,Umi,11.63,8.48,5.33,6.3,#fede1a,#ffed02,#fef488,1687,1800,1277,349,296,193,361,311,543,2714,2933,2939.94248503739,3929,3257,0.230083990837363,0.171035886994146,0.182382964881419,0.108487530070127,0.278438226513429,0.343273087851717,0.125058854090395,0.131502526709777,0.112700199152291,0.111636307112273,0.0613948919449902,0.0777105630525826,0.0633604334301403,0.0808961817525772,0.785362853628536,0.633014001473839,Both,FALSE,FALSE
93,Ng,Neogene,Pliocene,Pliocene,Pli,5.33,3.96,2.59,2.74,#fede1a,#fff7b2,#fff7b2,1800,1822,1297,215,257,27,342,234,861,2164,3065,2812.8036776786,3601,3025,0.334073868369897,0.159955567897806,0.33495273049857,0.102676695621087,0.327732759567812,0.33988089350346,0.231965854475804,0.0982714594282431,0.269486340541904,0.141063722067021,0.154838709677419,0.120765832106038,0.168227793718095,0.128704014166094,0.857804232804233,0.752310536044362,Both,FALSE,FALSE
94,,Quarternary,Pleistocene,Pleistocene,Ple,2.59,1.30085,0.0117,2.5783,#fff69b,#fff2c5,#fff2c5,1822,497,398,40,51,NA,379,36,1845,553,2721,2357.31004865764,2813,2398,0.790615001777462,0.147529328119445,1.46703233406512,0.0630681821292519,1.52123807253547,0.222138020812191,NA,0.0687586483891566,NA,0.0936356050339927,NA,0.0651769087523277,NA,0.0673979748171354,0.908675799086758,0.833634719710669,Both,FALSE,FALSE
95,,Quarternary,Holocene,Holocene,Hol,0.0117,0.00585,0,0.0117,#fff69b,#fff5eb,#fff5eb,497,NA,NA,NA,NA,NA,77,NA,589,NA,666,NA,666,589,1,0.115615615615616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,FALSE,FALSE
1,E,Ediacaran,Upper Ediacaran,Avalon Assemblage,Ava,580,570,560,20,#fddd88,#fddd88,#fcd589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnivore,FALSE,FALSE
2,E,Ediacaran,Upper Ediacaran,White Sea Assemblage,Whs,560,555,550,10,#fddd88,#fddd88,#fdd587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnivore,FALSE,FALSE
3,E,Ediacaran,Upper Ediacaran,Nama Assemblage,Nam,550,544.4,538.8,11.2,#fddd88,#fddd88,#fed583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnivore,FALSE,FALSE
4,Cm,Cambrian,Terreneuvian,Fortunian,For,538.8,533.9,529,9.8,#94ac72,#9db989,#a9be93,NA,6,NA,NA,NA,NA,0,7,NA,NA,7,NA,7,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnivore,FALSE,FALSE
5,Cm,Cambrian,Terreneuvian,Stage 2,St2,529,525,521,8,#94ac72,#9db989,#b6c29e,6,7,4,1,NA,0,0,3,2,5,9,8.88918629550321,10,7,0.2,0.3,0.336472236621213,0.470003629245736,0.405465108108164,0.559615787935423,0.405465108108164,NA,0.336472236621213,NA,0.142857142857143,NA,0.154150679827258,NA,0.8,0.8,Carnivore,FALSE,FALSE
6,Cm,Cambrian,Series 2,Stage 3,St3,521,517.75,514.5,6.5,#94ac72,#a9c595,#b5ca9f,7,23,3,0,0,0,44,27,5,3,79,62.4218415417559,79,8,0.620253164556962,0.89873417721519,0.980829253011726,2.30258509299405,0.847297860387204,2.03688192726104,0.441832752279039,1.81373837594683,0.847297860387204,2.03688192726104,0.571428571428571,0.869565217391304,0.847297860387203,2.03688192726104,1,1,Carnivore,FALSE,FALSE
7,Cm,Cambrian,Series 2,Stage 4,St4,514.5,511.75,509,5.5,#94ac72,#a9c595,#c0ceaa,23,67,8,4,0,2,60,63,13,17,146,173.042826552463,153,30,0.477124183006536,0.803921568627451,0.567984037605939,1.54881329061767,1.05605267424931,2.12525107771113,0.950692158591487,2.12525107771113,0.65677953638907,1.77777322725332,0.37037037037037,0.774647887323944,0.462623521948113,1.49009115480153,0.666666666666667,0.588235294117647,Carnivore,FALSE,FALSE
8,Cm,Cambrian,Maolingian,Wulian,Wul,509,506.75,504.5,4.5,#94ac72,#b6d2a2,#c1d6af,67,66,18,2,1,3,134,64,53,27,269,236.167023554604,278,80,0.672661870503597,0.712230215827338,1.08618976866955,1.21502264051252,1.3143208614948,1.29928298413026,0.879002790236956,0.893817876022097,1.09861228866811,1.17498526745268,0.666666666666667,0.691176470588235,1.09861228866811,1.17498526745268,0.9,0.666666666666667,Carnivore,FALSE,FALSE
9,Cm,Cambrian,Maolingian,Drumian,Dru,504.5,502.5,500.5,4,#94ac72,#b6d2a2,#cddbb8,66,71,22,12,3,4,48,50,40,51,167,203.930504185322,189,91,0.465608465608466,0.518518518518518,0.579033873792524,0.683294884116934,1.09861228866811,1.171637423683,0.862223510603879,1.06627690802517,0.719122666963206,0.807922695152374,0.371794871794872,0.44578313253012,0.464888528578965,0.590199211307503,0.647058823529412,0.568627450980392,Carnivore,FALSE,FALSE
